Time,Displacement,Force
(s),(mm),(N)
"15.8000","0.1321","0.0001"
"15.8200","0.1323","0.0008"
"15.8400","0.1324","0.0002"
"15.8600","0.1326","0.0007"
"15.8800","0.1328","0.0010"
"15.9000","0.1329","0.0003"
"15.9200","0.1331","0.0013"
"15.9400","0.1332","0.0022"
"15.9600","0.1334","0.0013"
"15.9800","0.1336","0.0010"
"16.0000","0.1337","0.0018"
"16.0200","0.1339","0.0017"
"16.0400","0.1341","0.0016"
"16.0600","0.1342","0.0013"
"16.0800","0.1344","0.0006"
"16.1000","0.1345","0.0005"
"16.1200","0.1347","0.0008"
"16.1400","0.1348","0.0011"
"16.1600","0.1350","0.0008"
"16.1800","0.1351","0.0013"
"16.2000","0.1353","0.0004"
"16.2200","0.1355","-0.0003"
"16.2400","0.1357","0.0019"
"16.2600","0.1358","0.0029"
"16.2800","0.1360","0.0035"
"16.3000","0.1362","0.0038"
"16.3200","0.1364","0.0036"
"16.3400","0.1365","0.0041"
"16.3600","0.1367","0.0033"
"16.3800","0.1369","0.0044"
"16.4000","0.1370","0.0047"
"16.4200","0.1372","0.0058"
"16.4400","0.1373","0.0042"
"16.4600","0.1375","0.0045"
"16.4800","0.1376","0.0054"
"16.5000","0.1378","0.0059"
"16.5200","0.1380","0.0060"
"16.5400","0.1381","0.0057"
"16.5600","0.1383","0.0065"
"16.5800","0.1384","0.0057"
"16.6000","0.1386","0.0054"
"16.6200","0.1388","0.0066"
"16.6400","0.1389","0.0086"
"16.6600","0.1391","0.0083"
"16.6800","0.1393","0.0068"
"16.7000","0.1394","0.0074"
"16.7200","0.1396","0.0088"
"16.7400","0.1398","0.0093"
"16.7600","0.1399","0.0090"
"16.7800","0.1401","0.0086"
"16.8000","0.1403","0.0084"
"16.8200","0.1404","0.0084"
"16.8400","0.1406","0.0092"
"16.8600","0.1407","0.0085"
"16.8800","0.1409","0.0100"
"16.9000","0.1411","0.0090"
"16.9200","0.1412","0.0077"
"16.9400","0.1414","0.0102"
"16.9600","0.1415","0.0114"
"16.9800","0.1417","0.0115"
"17.0000","0.1419","0.0112"
"17.0200","0.1420","0.0106"
"17.0400","0.1422","0.0112"
"17.0600","0.1424","0.0123"
"17.0800","0.1425","0.0118"
"17.1000","0.1427","0.0129"
"17.1200","0.1429","0.0130"
"17.1400","0.1430","0.0129"
"17.1600","0.1432","0.0134"
"17.1800","0.1434","0.0142"
"17.2000","0.1435","0.0139"
"17.2200","0.1437","0.0125"
"17.2400","0.1439","0.0127"
"17.2600","0.1440","0.0141"
"17.2800","0.1442","0.0145"
"17.3000","0.1444","0.0152"
"17.3200","0.1445","0.0159"
"17.3400","0.1447","0.0166"
"17.3600","0.1449","0.0163"
"17.3800","0.1450","0.0160"
"17.4000","0.1452","0.0158"
"17.4200","0.1454","0.0153"
"17.4400","0.1455","0.0161"
"17.4600","0.1457","0.0170"
"17.4800","0.1459","0.0173"
"17.5000","0.1460","0.0174"
"17.5200","0.1462","0.0179"
"17.5400","0.1464","0.0181"
"17.5600","0.1465","0.0201"
"17.5800","0.1467","0.0207"
"17.6000","0.1469","0.0204"
"17.6200","0.1471","0.0197"
"17.6400","0.1472","0.0211"
"17.6600","0.1474","0.0217"
"17.6800","0.1476","0.0233"
"17.7000","0.1477","0.0218"
"17.7200","0.1479","0.0209"
"17.7400","0.1480","0.0230"
"17.7600","0.1482","0.0228"
"17.7800","0.1484","0.0217"
"17.8000","0.1485","0.0217"
"17.8200","0.1487","0.0232"
"17.8400","0.1489","0.0248"
"17.8600","0.1490","0.0249"
"17.8800","0.1492","0.0257"
"17.9000","0.1494","0.0245"
"17.9200","0.1495","0.0253"
"17.9400","0.1497","0.0268"
"17.9600","0.1499","0.0273"
"17.9800","0.1500","0.0277"
"18.0000","0.1502","0.0287"
"18.0200","0.1504","0.0291"
"18.0400","0.1505","0.0281"
"18.0600","0.1507","0.0274"
"18.0800","0.1509","0.0279"
"18.1000","0.1510","0.0278"
"18.1200","0.1512","0.0285"
"18.1400","0.1514","0.0293"
"18.1600","0.1515","0.0313"
"18.1800","0.1517","0.0331"
"18.2000","0.1519","0.0326"
"18.2200","0.1520","0.0322"
"18.2400","0.1522","0.0328"
"18.2600","0.1524","0.0330"
"18.2800","0.1525","0.0332"
"18.3000","0.1527","0.0334"
"18.3200","0.1529","0.0348"
"18.3400","0.1530","0.0358"
"18.3600","0.1532","0.0363"
"18.3800","0.1534","0.0360"
"18.4000","0.1535","0.0352"
"18.4200","0.1537","0.0364"
"18.4400","0.1539","0.0370"
"18.4600","0.1540","0.0372"
"18.4800","0.1542","0.0393"
"18.5000","0.1544","0.0390"
"18.5200","0.1545","0.0394"
"18.5400","0.1547","0.0380"
"18.5600","0.1549","0.0385"
"18.5800","0.1550","0.0400"
"18.6000","0.1552","0.0398"
"18.6200","0.1554","0.0406"
"18.6400","0.1555","0.0417"
"18.6600","0.1557","0.0413"
"18.6800","0.1558","0.0421"
"18.7000","0.1560","0.0420"
"18.7200","0.1562","0.0428"
"18.7400","0.1563","0.0431"
"18.7600","0.1565","0.0437"
"18.7800","0.1567","0.0452"
"18.8000","0.1568","0.0468"
"18.8200","0.1570","0.0470"
"18.8400","0.1572","0.0469"
"18.8600","0.1573","0.0471"
"18.8800","0.1575","0.0484"
"18.9000","0.1577","0.0493"
"18.9200","0.1578","0.0495"
"18.9400","0.1580","0.0494"
"18.9600","0.1582","0.0498"
"18.9800","0.1583","0.0518"
"19.0000","0.1585","0.0511"
"19.0200","0.1587","0.0510"
"19.0400","0.1588","0.0514"
"19.0600","0.1590","0.0511"
"19.0800","0.1592","0.0519"
"19.1000","0.1593","0.0544"
"19.1200","0.1595","0.0542"
"19.1400","0.1597","0.0552"
"19.1600","0.1598","0.0560"
"19.1800","0.1600","0.0561"
"19.2000","0.1602","0.0569"
"19.2200","0.1604","0.0570"
"19.2400","0.1605","0.0582"
"19.2600","0.1607","0.0590"
"19.2800","0.1609","0.0591"
"19.3000","0.1610","0.0583"
"19.3200","0.1612","0.0581"
"19.3400","0.1614","0.0601"
"19.3600","0.1615","0.0619"
"19.3800","0.1617","0.0631"
"19.4000","0.1618","0.0634"
"19.4200","0.1620","0.0638"
"19.4400","0.1622","0.0645"
"19.4600","0.1624","0.0650"
"19.4800","0.1625","0.0666"
"19.5000","0.1627","0.0671"
"19.5200","0.1629","0.0664"
"19.5400","0.1630","0.0675"
"19.5600","0.1632","0.0683"
"19.5800","0.1634","0.0679"
"19.6000","0.1635","0.0695"
"19.6200","0.1637","0.0694"
"19.6400","0.1639","0.0705"
"19.6600","0.1640","0.0718"
"19.6800","0.1642","0.0739"
"19.7000","0.1643","0.0732"
"19.7200","0.1645","0.0738"
"19.7400","0.1647","0.0737"
"19.7600","0.1648","0.0736"
"19.7800","0.1650","0.0755"
"19.8000","0.1652","0.0772"
"19.8200","0.1653","0.0774"
"19.8400","0.1655","0.0784"
"19.8600","0.1657","0.0805"
"19.8800","0.1658","0.0797"
"19.9000","0.1660","0.0801"
"19.9200","0.1662","0.0810"
"19.9400","0.1664","0.0817"
"19.9600","0.1665","0.0822"
"19.9800","0.1667","0.0825"
"20.0000","0.1669","0.0835"
"20.0200","0.1670","0.0848"
"20.0400","0.1672","0.0859"
"20.0600","0.1674","0.0863"
"20.0800","0.1675","0.0858"
"20.1000","0.1677","0.0866"
"20.1200","0.1678","0.0880"
"20.1400","0.1680","0.0894"
"20.1600","0.1682","0.0912"
"20.1800","0.1683","0.0918"
"20.2000","0.1685","0.0922"
"20.2200","0.1687","0.0924"
"20.2400","0.1688","0.0927"
"20.2600","0.1690","0.0942"
"20.2800","0.1691","0.0958"
"20.3000","0.1693","0.0971"
"20.3200","0.1694","0.0980"
"20.3400","0.1696","0.0989"
"20.3600","0.1698","0.0991"
"20.3800","0.1699","0.0996"
"20.4000","0.1701","0.0986"
"20.4200","0.1702","0.0979"
"20.4400","0.1704","0.1003"
"20.4600","0.1705","0.1015"
"20.4800","0.1707","0.1012"
"20.5000","0.1708","0.1040"
"20.5200","0.1710","0.1059"
"20.5400","0.1712","0.1060"
"20.5600","0.1713","0.1065"
"20.5800","0.1715","0.1072"
"20.6000","0.1717","0.1089"
"20.6200","0.1718","0.1099"
"20.6400","0.1720","0.1103"
"20.6600","0.1722","0.1098"
"20.6800","0.1724","0.1108"
"20.7000","0.1725","0.1124"
"20.7200","0.1727","0.1134"
"20.7400","0.1729","0.1156"
"20.7600","0.1730","0.1165"
"20.7800","0.1732","0.1170"
"20.8000","0.1734","0.1176"
"20.8200","0.1735","0.1185"
"20.8400","0.1737","0.1197"
"20.8600","0.1738","0.1204"
"20.8800","0.1740","0.1207"
"20.9000","0.1742","0.1212"
"20.9200","0.1743","0.1219"
"20.9400","0.1745","0.1223"
"20.9600","0.1747","0.1257"
"20.9800","0.1748","0.1272"
"21.0000","0.1750","0.1263"
"21.0200","0.1752","0.1281"
"21.0400","0.1753","0.1290"
"21.0600","0.1755","0.1308"
"21.0800","0.1757","0.1315"
"21.1000","0.1758","0.1328"
"21.1200","0.1760","0.1341"
"21.1400","0.1762","0.1353"
"21.1600","0.1763","0.1357"
"21.1800","0.1765","0.1363"
"21.2000","0.1767","0.1390"
"21.2200","0.1768","0.1400"
"21.2400","0.1770","0.1406"
"21.2600","0.1772","0.1406"
"21.2800","0.1773","0.1406"
"21.3000","0.1775","0.1424"
"21.3200","0.1777","0.1433"
"21.3400","0.1778","0.1448"
"21.3600","0.1780","0.1470"
"21.3800","0.1782","0.1486"
"21.4000","0.1783","0.1501"
"21.4200","0.1785","0.1501"
"21.4400","0.1787","0.1514"
"21.4600","0.1788","0.1544"
"21.4800","0.1790","0.1549"
"21.5000","0.1792","0.1559"
"21.5200","0.1793","0.1569"
"21.5400","0.1795","0.1590"
"21.5600","0.1797","0.1611"
"21.5800","0.1798","0.1628"
"21.6000","0.1800","0.1638"
"21.6200","0.1802","0.1645"
"21.6400","0.1803","0.1657"
"21.6600","0.1805","0.1680"
"21.6800","0.1807","0.1695"
"21.7000","0.1808","0.1722"
"21.7200","0.1810","0.1739"
"21.7400","0.1812","0.1745"
"21.7600","0.1814","0.1761"
"21.7800","0.1815","0.1769"
"21.8000","0.1817","0.1792"
"21.8200","0.1819","0.1805"
"21.8400","0.1820","0.1812"
"21.8600","0.1822","0.1833"
"21.8800","0.1823","0.1860"
"21.9000","0.1825","0.1868"
"21.9200","0.1827","0.1899"
"21.9400","0.1828","0.1925"
"21.9600","0.1830","0.1945"
"21.9800","0.1832","0.1958"
"22.0000","0.1833","0.1958"
"22.0200","0.1835","0.1967"
"22.0400","0.1837","0.1986"
"22.0600","0.1838","0.2011"
"22.0800","0.1840","0.2027"
"22.1000","0.1842","0.2045"
"22.1200","0.1844","0.2066"
"22.1400","0.1845","0.2083"
"22.1600","0.1847","0.2118"
"22.1800","0.1849","0.2143"
"22.2000","0.1850","0.2161"
"22.2200","0.1852","0.2182"
"22.2400","0.1854","0.2210"
"22.2600","0.1855","0.2211"
"22.2800","0.1857","0.2217"
"22.3000","0.1858","0.2244"
"22.3200","0.1860","0.2256"
"22.3400","0.1862","0.2288"
"22.3600","0.1863","0.2308"
"22.3800","0.1865","0.2346"
"22.4000","0.1867","0.2375"
"22.4200","0.1869","0.2392"
"22.4400","0.1870","0.2415"
"22.4600","0.1872","0.2431"
"22.4800","0.1874","0.2463"
"22.5000","0.1875","0.2477"
"22.5200","0.1877","0.2506"
"22.5400","0.1879","0.2518"
"22.5600","0.1880","0.2541"
"22.5800","0.1882","0.2579"
"22.6000","0.1884","0.2607"
"22.6200","0.1885","0.2637"
"22.6400","0.1887","0.2652"
"22.6600","0.1889","0.2666"
"22.6800","0.1890","0.2696"
"22.7000","0.1892","0.2720"
"22.7200","0.1894","0.2751"
"22.7400","0.1895","0.2779"
"22.7600","0.1897","0.2807"
"22.7800","0.1899","0.2827"
"22.8000","0.1900","0.2867"
"22.8200","0.1902","0.2894"
"22.8400","0.1904","0.2912"
"22.8600","0.1905","0.2932"
"22.8800","0.1907","0.2966"
"22.9000","0.1909","0.2997"
"22.9200","0.1910","0.3026"
"22.9400","0.1912","0.3047"
"22.9600","0.1914","0.3058"
"22.9800","0.1915","0.3095"
"23.0000","0.1917","0.3122"
"23.0200","0.1919","0.3155"
"23.0400","0.1920","0.3198"
"23.0600","0.1922","0.3219"
"23.0800","0.1923","0.3245"
"23.1000","0.1925","0.3271"
"23.1200","0.1927","0.3302"
"23.1400","0.1928","0.3339"
"23.1600","0.1930","0.3362"
"23.1800","0.1932","0.3389"
"23.2000","0.1933","0.3424"
"23.2200","0.1935","0.3453"
"23.2400","0.1937","0.3481"
"23.2600","0.1938","0.3514"
"23.2800","0.1940","0.3547"
"23.3000","0.1942","0.3583"
"23.3200","0.1943","0.3600"
"23.3400","0.1945","0.3641"
"23.3600","0.1947","0.3663"
"23.3800","0.1948","0.3686"
"23.4000","0.1950","0.3728"
"23.4200","0.1952","0.3770"
"23.4400","0.1953","0.3804"
"23.4600","0.1955","0.3835"
"23.4800","0.1957","0.3859"
"23.5000","0.1958","0.3887"
"23.5200","0.1960","0.3906"
"23.5400","0.1962","0.3936"
"23.5600","0.1963","0.3981"
"23.5800","0.1965","0.4033"
"23.6000","0.1967","0.4073"
"23.6200","0.1968","0.4104"
"23.6400","0.1970","0.4127"
"23.6600","0.1972","0.4162"
"23.6800","0.1973","0.4196"
"23.7000","0.1975","0.4230"
"23.7200","0.1977","0.4270"
"23.7400","0.1978","0.4297"
"23.7600","0.1980","0.4325"
"23.7800","0.1982","0.4366"
"23.8000","0.1983","0.4404"
"23.8200","0.1985","0.4451"
"23.8400","0.1987","0.4506"
"23.8600","0.1988","0.4546"
"23.8800","0.1990","0.4565"
"23.9000","0.1992","0.4579"
"23.9200","0.1993","0.4601"
"23.9400","0.1995","0.4642"
"23.9600","0.1997","0.4692"
"23.9800","0.1998","0.4730"
"24.0000","0.2000","0.4782"
"24.0200","0.2002","0.4829"
"24.0400","0.2003","0.4869"
"24.0600","0.2005","0.4904"
"24.0800","0.2007","0.4935"
"24.1000","0.2008","0.4975"
"24.1200","0.2010","0.5038"
"24.1400","0.2012","0.5063"
"24.1600","0.2013","0.5082"
"24.1800","0.2015","0.5121"
"24.2000","0.2017","0.5163"
"24.2200","0.2018","0.5206"
"24.2400","0.2020","0.5247"
"24.2600","0.2022","0.5294"
"24.2800","0.2023","0.5342"
"24.3000","0.2025","0.5381"
"24.3200","0.2027","0.5405"
"24.3400","0.2029","0.5452"
"24.3600","0.2030","0.5498"
"24.3800","0.2032","0.5531"
"24.4000","0.2034","0.5578"
"24.4200","0.2035","0.5612"
"24.4400","0.2037","0.5641"
"24.4600","0.2038","0.5695"
"24.4800","0.2040","0.5747"
"24.5000","0.2042","0.5783"
"24.5200","0.2043","0.5812"
"24.5400","0.2045","0.5851"
"24.5600","0.2047","0.5905"
"24.5800","0.2048","0.5948"
"24.6000","0.2050","0.6004"
"24.6200","0.2052","0.6038"
"24.6400","0.2053","0.6071"
"24.6600","0.2055","0.6108"
"24.6800","0.2057","0.6137"
"24.7000","0.2058","0.6193"
"24.7200","0.2060","0.6245"
"24.7400","0.2062","0.6309"
"24.7600","0.2063","0.6344"
"24.7800","0.2065","0.6385"
"24.8000","0.2067","0.6437"
"24.8200","0.2068","0.6465"
"24.8400","0.2070","0.6506"
"24.8600","0.2071","0.6542"
"24.8800","0.2073","0.6592"
"24.9000","0.2075","0.6642"
"24.9200","0.2076","0.6687"
"24.9400","0.2078","0.6716"
"24.9600","0.2080","0.6765"
"24.9800","0.2081","0.6810"
"25.0000","0.2083","0.6858"
"25.0200","0.2085","0.6894"
"25.0400","0.2086","0.6926"
"25.0600","0.2088","0.6965"
"25.0800","0.2089","0.7014"
"25.1000","0.2091","0.7067"
"25.1200","0.2093","0.7116"
"25.1400","0.2095","0.7161"
"25.1600","0.2096","0.7200"
"25.1800","0.2098","0.7241"
"25.2000","0.2100","0.7296"
"25.2200","0.2101","0.7342"
"25.2400","0.2103","0.7387"
"25.2600","0.2105","0.7423"
"25.2800","0.2106","0.7464"
"25.3000","0.2108","0.7510"
"25.3200","0.2110","0.7566"
"25.3400","0.2111","0.7620"
"25.3600","0.2113","0.7655"
"25.3800","0.2115","0.7702"
"25.4000","0.2116","0.7748"
"25.4200","0.2118","0.7781"
"25.4400","0.2119","0.7825"
"25.4600","0.2121","0.7856"
"25.4800","0.2123","0.7903"
"25.5000","0.2124","0.7953"
"25.5200","0.2126","0.8000"
"25.5400","0.2128","0.8034"
"25.5600","0.2129","0.8081"
"25.5800","0.2131","0.8125"
"25.6000","0.2133","0.8182"
"25.6200","0.2135","0.8233"
"25.6400","0.2136","0.8288"
"25.6600","0.2138","0.8340"
"25.6800","0.2140","0.8385"
"25.7000","0.2142","0.8426"
"25.7200","0.2143","0.8481"
"25.7400","0.2145","0.8540"
"25.7600","0.2147","0.8584"
"25.7800","0.2149","0.8635"
"25.8000","0.2150","0.8684"
"25.8200","0.2152","0.8729"
"25.8400","0.2154","0.8776"
"25.8600","0.2155","0.8829"
"25.8800","0.2157","0.8872"
"25.9000","0.2158","0.8918"
"25.9200","0.2160","0.8965"
"25.9400","0.2162","0.9033"
"25.9600","0.2163","0.9081"
"25.9800","0.2165","0.9125"
"26.0000","0.2167","0.9165"
"26.0200","0.2169","0.9222"
"26.0400","0.2170","0.9268"
"26.0600","0.2172","0.9320"
"26.0800","0.2174","0.9377"
"26.1000","0.2175","0.9416"
"26.1200","0.2177","0.9468"
"26.1400","0.2179","0.9528"
"26.1600","0.2180","0.9573"
"26.1800","0.2182","0.9607"
"26.2000","0.2184","0.9647"
"26.2200","0.2185","0.9697"
"26.2400","0.2187","0.9768"
"26.2600","0.2189","0.9828"
"26.2800","0.2190","0.9869"
"26.3000","0.2192","0.9918"
"26.3200","0.2194","0.9974"
"26.3400","0.2195","1.0019"
"26.3600","0.2197","1.0065"
"26.3800","0.2199","1.0124"
"26.4000","0.2200","1.0164"
"26.4200","0.2202","1.0217"
"26.4400","0.2203","1.0270"
"26.4600","0.2205","1.0318"
"26.4800","0.2207","1.0371"
"26.5000","0.2208","1.0412"
"26.5200","0.2210","1.0467"
"26.5400","0.2212","1.0518"
"26.5600","0.2213","1.0577"
"26.5800","0.2215","1.0641"
"26.6000","0.2217","1.0692"
"26.6200","0.2218","1.0737"
"26.6400","0.2220","1.0786"
"26.6600","0.2222","1.0837"
"26.6800","0.2223","1.0914"
"26.7000","0.2225","1.0957"
"26.7200","0.2227","1.1004"
"26.7400","0.2228","1.1068"
"26.7600","0.2230","1.1113"
"26.7800","0.2232","1.1156"
"26.8000","0.2233","1.1202"
"26.8200","0.2235","1.1259"
"26.8400","0.2237","1.1321"
"26.8600","0.2238","1.1388"
"26.8800","0.2240","1.1442"
"26.9000","0.2242","1.1495"
"26.9200","0.2243","1.1548"
"26.9400","0.2245","1.1610"
"26.9600","0.2247","1.1659"
"26.9800","0.2248","1.1715"
"27.0000","0.2250","1.1781"
"27.0200","0.2251","1.1836"
"27.0400","0.2253","1.1877"
"27.0600","0.2255","1.1932"
"27.0800","0.2257","1.1994"
"27.1000","0.2258","1.2047"
"27.1200","0.2260","1.2114"
"27.1400","0.2262","1.2186"
"27.1600","0.2263","1.2237"
"27.1800","0.2265","1.2294"
"27.2000","0.2267","1.2352"
"27.2200","0.2268","1.2401"
"27.2400","0.2270","1.2460"
"27.2600","0.2271","1.2519"
"27.2800","0.2273","1.2578"
"27.3000","0.2275","1.2635"
"27.3200","0.2277","1.2687"
"27.3400","0.2278","1.2749"
"27.3600","0.2280","1.2824"
"27.3800","0.2282","1.2879"
"27.4000","0.2283","1.2922"
"27.4200","0.2285","1.2968"
"27.4400","0.2286","1.3041"
"27.4600","0.2288","1.3104"
"27.4800","0.2290","1.3148"
"27.5000","0.2292","1.3216"
"27.5200","0.2293","1.3272"
"27.5400","0.2295","1.3330"
"27.5600","0.2297","1.3401"
"27.5800","0.2298","1.3465"
"27.6000","0.2300","1.3537"
"27.6200","0.2302","1.3596"
"27.6400","0.2303","1.3642"
"27.6600","0.2305","1.3689"
"27.6800","0.2306","1.3739"
"27.7000","0.2308","1.3800"
"27.7200","0.2310","1.3876"
"27.7400","0.2311","1.3952"
"27.7600","0.2313","1.4008"
"27.7800","0.2315","1.4063"
"27.8000","0.2316","1.4114"
"27.8200","0.2318","1.4169"
"27.8400","0.2319","1.4228"
"27.8600","0.2321","1.4303"
"27.8800","0.2323","1.4376"
"27.9000","0.2324","1.4424"
"27.9200","0.2326","1.4472"
"27.9400","0.2328","1.4519"
"27.9600","0.2329","1.4595"
"27.9800","0.2331","1.4666"
"28.0000","0.2332","1.4735"
"28.0200","0.2334","1.4793"
"28.0400","0.2336","1.4855"
"28.0600","0.2338","1.4929"
"28.0800","0.2340","1.5021"
"28.1000","0.2341","1.5082"
"28.1200","0.2343","1.5145"
"28.1400","0.2345","1.5212"
"28.1600","0.2346","1.5274"
"28.1800","0.2348","1.5330"
"28.2000","0.2350","1.5401"
"28.2200","0.2351","1.5465"
"28.2400","0.2353","1.5516"
"28.2600","0.2355","1.5573"
"28.2800","0.2356","1.5637"
"28.3000","0.2358","1.5719"
"28.3200","0.2360","1.5797"
"28.3400","0.2361","1.5862"
"28.3600","0.2363","1.5923"
"28.3800","0.2365","1.5969"
"28.4000","0.2366","1.6032"
"28.4200","0.2368","1.6098"
"28.4400","0.2370","1.6174"
"28.4600","0.2371","1.6258"
"28.4800","0.2373","1.6316"
"28.5000","0.2375","1.6382"
"28.5200","0.2377","1.6450"
"28.5400","0.2378","1.6527"
"28.5600","0.2380","1.6597"
"28.5800","0.2382","1.6669"
"28.6000","0.2383","1.6749"
"28.6200","0.2385","1.6811"
"28.6400","0.2387","1.6876"
"28.6600","0.2388","1.6945"
"28.6800","0.2390","1.7011"
"28.7000","0.2392","1.7081"
"28.7200","0.2393","1.7156"
"28.7400","0.2395","1.7212"
"28.7600","0.2397","1.7268"
"28.7800","0.2398","1.7333"
"28.8000","0.2400","1.7414"
"28.8200","0.2402","1.7488"
"28.8400","0.2403","1.7561"
"28.8600","0.2405","1.7631"
"28.8800","0.2407","1.7700"
"28.9000","0.2408","1.7773"
"28.9200","0.2410","1.7852"
"28.9400","0.2412","1.7924"
"28.9600","0.2413","1.7992"
"28.9800","0.2415","1.8057"
"29.0000","0.2417","1.8116"
"29.0200","0.2418","1.8189"
"29.0400","0.2420","1.8265"
"29.0600","0.2422","1.8346"
"29.0800","0.2423","1.8430"
"29.1000","0.2425","1.8496"
"29.1200","0.2427","1.8558"
"29.1400","0.2428","1.8636"
"29.1600","0.2430","1.8704"
"29.1800","0.2432","1.8772"
"29.2000","0.2433","1.8860"
"29.2200","0.2435","1.8936"
"29.2400","0.2437","1.9005"
"29.2600","0.2439","1.9066"
"29.2800","0.2440","1.9129"
"29.3000","0.2442","1.9191"
"29.3200","0.2444","1.9277"
"29.3400","0.2445","1.9350"
"29.3600","0.2447","1.9417"
"29.3800","0.2449","1.9500"
"29.4000","0.2450","1.9580"
"29.4200","0.2452","1.9668"
"29.4400","0.2454","1.9745"
"29.4600","0.2455","1.9817"
"29.4800","0.2457","1.9890"
"29.5000","0.2459","1.9976"
"29.5200","0.2460","2.0058"
"29.5400","0.2462","2.0125"
"29.5600","0.2464","2.0201"
"29.5800","0.2465","2.0270"
"29.6000","0.2467","2.0347"
"29.6200","0.2469","2.0420"
"29.6400","0.2471","2.0517"
"29.6600","0.2472","2.0593"
"29.6800","0.2474","2.0672"
"29.7000","0.2476","2.0751"
"29.7200","0.2477","2.0819"
"29.7400","0.2479","2.0913"
"29.7600","0.2481","2.0994"
"29.7800","0.2483","2.1076"
"29.8000","0.2485","2.1154"
"29.8200","0.2486","2.1238"
"29.8400","0.2488","2.1327"
"29.8600","0.2490","2.1418"
"29.8800","0.2492","2.1515"
"29.9000","0.2493","2.1615"
"29.9200","0.2495","2.1701"
"29.9400","0.2497","2.1767"
"29.9600","0.2499","2.1852"
"29.9800","0.2501","2.1950"
"30.0000","0.2503","2.2049"
"30.0200","0.2504","2.2126"
"30.0400","0.2506","2.2209"
"30.0600","0.2508","2.2286"
"30.0800","0.2509","2.2357"
"30.1000","0.2511","2.2438"
"30.1200","0.2512","2.2513"
"30.1400","0.2514","2.2593"
"30.1600","0.2516","2.2681"
"30.1800","0.2517","2.2756"
"30.2000","0.2519","2.2840"
"30.2200","0.2520","2.2917"
"30.2400","0.2522","2.3005"
"30.2600","0.2524","2.3097"
"30.2800","0.2525","2.3175"
"30.3000","0.2527","2.3262"
"30.3200","0.2529","2.3340"
"30.3400","0.2531","2.3443"
"30.3600","0.2532","2.3533"
"30.3800","0.2534","2.3625"
"30.4000","0.2536","2.3703"
"30.4200","0.2537","2.3790"
"30.4400","0.2539","2.3884"
"30.4600","0.2541","2.3979"
"30.4800","0.2542","2.4074"
"30.5000","0.2544","2.4170"
"30.5200","0.2546","2.4250"
"30.5400","0.2547","2.4338"
"30.5600","0.2549","2.4432"
"30.5800","0.2551","2.4511"
"30.6000","0.2552","2.4600"
"30.6200","0.2554","2.4689"
"30.6400","0.2556","2.4778"
"30.6600","0.2557","2.4878"
"30.6800","0.2559","2.4961"
"30.7000","0.2560","2.5036"
"30.7200","0.2562","2.5130"
"30.7400","0.2564","2.5238"
"30.7600","0.2565","2.5328"
"30.7800","0.2567","2.5428"
"30.8000","0.2569","2.5511"
"30.8200","0.2570","2.5595"
"30.8400","0.2572","2.5677"
"30.8600","0.2574","2.5771"
"30.8800","0.2575","2.5863"
"30.9000","0.2577","2.5965"
"30.9200","0.2579","2.6056"
"30.9400","0.2580","2.6151"
"30.9600","0.2582","2.6251"
"30.9800","0.2584","2.6356"
"31.0000","0.2585","2.6438"
"31.0200","0.2587","2.6520"
"31.0400","0.2589","2.6614"
"31.0600","0.2590","2.6692"
"31.0800","0.2592","2.6793"
"31.1000","0.2594","2.6907"
"31.1200","0.2595","2.7008"
"31.1400","0.2597","2.7084"
"31.1600","0.2599","2.7195"
"31.1800","0.2601","2.7286"
"31.2000","0.2602","2.7387"
"31.2200","0.2604","2.7493"
"31.2400","0.2605","2.7593"
"31.2600","0.2607","2.7706"
"31.2800","0.2609","2.7789"
"31.3000","0.2610","2.7878"
"31.3200","0.2612","2.7973"
"31.3400","0.2614","2.8068"
"31.3600","0.2615","2.8150"
"31.3800","0.2617","2.8253"
"31.4000","0.2619","2.8368"
"31.4200","0.2620","2.8484"
"31.4400","0.2622","2.8578"
"31.4600","0.2624","2.8668"
"31.4800","0.2625","2.8776"
"31.5000","0.2627","2.8876"
"31.5200","0.2629","2.8975"
"31.5400","0.2630","2.9070"
"31.5600","0.2632","2.9173"
"31.5800","0.2634","2.9281"
"31.6000","0.2635","2.9374"
"31.6200","0.2637","2.9484"
"31.6400","0.2639","2.9603"
"31.6600","0.2640","2.9701"
"31.6800","0.2642","2.9801"
"31.7000","0.2644","2.9889"
"31.7200","0.2645","3.0004"
"31.7400","0.2647","3.0104"
"31.7600","0.2649","3.0201"
"31.7800","0.2650","3.0305"
"31.8000","0.2652","3.0407"
"31.8200","0.2654","3.0495"
"31.8400","0.2655","3.0604"
"31.8600","0.2657","3.0710"
"31.8800","0.2658","3.0809"
"31.9000","0.2660","3.0908"
"31.9200","0.2662","3.1028"
"31.9400","0.2663","3.1140"
"31.9600","0.2665","3.1251"
"31.9800","0.2667","3.1354"
"32.0000","0.2668","3.1447"
"32.0200","0.2670","3.1546"
"32.0400","0.2672","3.1654"
"32.0600","0.2673","3.1770"
"32.0800","0.2675","3.1868"
